Token,Tag
gestaubts,O
habe,O
er,O
sich,O
aunfh,O
zu,O
somenslle,O
zu,O
dem,O
Küllwir,O
daselbstt,O
.,O
zr,O
Gitust,O
begrotz,O
ey,O
welchem,O
w,O
.,O
auch,O
und,O
Jahr,O
long,O
gederarte,O
den,O
er,O
sollicher,O
zym,O
syo,O
Efraar,O
ey,O
dratr,O
er,O
ein,O
schnede,O
ertilrte,O
gehelicht,O
3,O
.,O
unnd,O
ime,O
fur,O
dann,O
ime,O
verruckter,O
für,O
Sorgricht,O
gepotten,O
waß,O
ime,O
darzu,O
bewegtt,O
unnd,O
daß,O
er,O
im,O
sällbigenn,O
siner,O
Silber,O
gschir,O
unnd,O
zu,O
unnd,O
sich,O
heimlich,O
hinwäg,O
unnd,O
geüsertt,O
habe,O
unnd,O
sin,O
hußhaltung,O
wyb,O
unnd,O
khint,O
Ittem,O
wie,O
daß,O
hoch,O
genampt,O
min,O
Herrenn,O
vnnd,O
vilfaltige,O
hafftig,O
verständiget,O
daß,O
er,O
sich,O
näben,O
synner,O
wider,O
das,O
gsatz,O
nüt,O
hey,O
mit,O
Johuwe,B-PER
Wyermanns,I-PER
und,O
Jacob,B-PER
Nolenn,I-PER
daß,O
bors,O
denn,O
zweyen,O
Schwesternn,O
därsalbenn,O
inne,O
wannt,O
die,O
gruntliche,O
heit,O
annzezeigenn,O
unnd,O
zu,O
Uff,O
sölliches,O
er,O
vonn,O
wägenn,O
daß,O
er,O
Sige,O
uß,O
der,O
alls,O
er,O
uff,O
ein,O
zit,O
vonn,O
etlicher,O
ursachen,O
mit,O
siner,O
huß,O
frouwen,O
des,O
burinen,O
daß,O
syenn,O
habe,O
vermeint,O
mann,O
heige,O
darum,O
für,O
Sorgricht,O
daß,O
vermällte,O
sin,O
frauwen,O
alls,O
drauff,O
heige,O
so,O
er,O
einzit,O
lang,O
wurde,O
man,O
unnd,O
uff,O
heige,O
er,O
sich,O
zugrüft,O
vnnd,O
sige,O
Nebenn,O
zu,O
siner,O
vnnd,O
sunst,O
sich,O
Inn,O
kein,O
ort,O
verfucht,O
noch,O
gestallt,O
üsren,O
ittem,O
so,O
heige,O
sin,O
frauw,O
wol,O
daß,O
er,O
hinwäg,O
dan,O
Ime,O
sin,O
hrunett,O
und,O
nasen,O
wölliches,O
ime,O
in,O
sin,O
thun,O
annders,O
fyr,O
söliches,O
uss,O
keiner,O
andren,O
ursach,O
Ittem,O
so,O
khönne,O
er,O
nit,O
absin,O
noch,O
dann,O
daß,O
er,O
mit,O
Jacob,B-PER
Nolenn,I-PER
frauwenn,I-PER
zu,O
enn,O
unnd,O
schaffenn,O
Aber,O
Johuwe,B-PER
Wyermans,I-PER
frauw,I-PER
sallber,O
zeigt,O
er,O
er,O
nit,O
absin,O
dann,O
daß,O
er,O
tags,O
unnd,O
inn,O
vermällte,B-PER
Wyermanns,B-PER
huß,O
gsin,O
unnd,O
mit,O
ine,O
gässen,O
vnnd,O
auch,O
diekist,O
über,O
Zit,O
by,O
ein,O
andrenn,O
gewässenn,O
unnd,O
Wyerman,B-PER
derglichen,O
inn,O
sin,O
Stachells,B-PER
huß,O
zu,O
Mermallenn,O
unnd,O
alls,O
ein,O
gutter,O
aber,O
er,O
heige,O
dingenn,O
mit,O
sin,O
wyermans,B-PER
frauwenn,I-PER
zu,O
noch,O
zu,O
schaffen,O
unnd,O
wärde,O
sich,O
söliches,O
gar,O
nit,O
Wodem,O
uff,O
vorgedachtem,O
unnd,O
jar,O
jn,O
keit,O
Ist,O
Elssbeth,B-PER
Wyermann,I-PER
Johuwe,B-PER
Wyermanns,I-PER
frouw,I-PER
ouch,O
glichs,O
meinig,O
und,O
Im,O
wie,O
vermällter,B-PER
Allbrächt,B-PER
Stachell,I-PER
ameuiertt,O
hierum,O
die,O
gruntliche,O
heit,O
annzetzeigenn,O
unnd,O
Daruff,O
sy,O
dann,O
wie,O
daß,O
es,O
nit,O
minder,O
dann,O
daß,O
Stachell,B-PER
mit,O
irem,O
daheimen,O
gäßenn,O
unnd,O
aber,O
er,O
Irrenn,O
keiner,O
nie,O
zu,O
vil,O
mit,O
irenn,O
einiger,O
zu,O
schickenn,O
unnd,O
dann,O
es,O
inen,O
liob,O
daß,O
er,O
in,O
ir,O
.,O
Uff,O
Suntag,O
denn,O
18,O
tag,O
hornung,O
inn,O
disem,O
jar,O
In,O
gägenwürdtigkheit,O
der,O
fromen,O
ersamen,O
und,O
wysen,O
Hanns,B-PER
Sigütz,I-PER
des,I-PER
rhats,I-PER
Andres,B-PER
Fronysenn,I-PER
deß,I-PER
Spithall,I-PER
meysters,B-PER
der,I-PER
Burgern,I-PER
Jacob,B-PER
Zhiliers,B-PER
Großweibells,I-PER
sampt,O
Der,O
weylenn,O
minnery,O
Sint,O
im,O
deren,O
dry,O
wybs,O
ein,O
sunderbar,O
unnd,O
inne,O
vonn,O
wannen,O
sy,O
mitt,O
dännen,O
talsthenn,O
müntz,O
khöpffen,O
Die,O
sy,O
dem,O
württ,O
zu,O
Utzistorff,B-LOC
dann,O
min,O
y,O
verstendiget,O
unnd,O
Ir,O
fürkhommenn,O
das,O
ire,O
Die,O
sällbigen,O
gemacht,O
unnd,O
hoffen,O
sollennt,O
habenn,O
där,O
sallbenn,O
sy,O
vermannt,O
die,O
gruntliche,O
warheit,O
unnd,O
zu,O
Darüber,O
erstlich,O
Jacobe,B-PER
Seyler,I-PER
vonn,I-PER
Lassera,I-PER
Hov,I-PER
von,I-PER
Schannerut,B-PER
huß,I-PER
frauwe,I-PER
anntzeigt,O
alls,O
sy,O
mit,O
man,O
und,O
mit,O
gasstenn,O
am,O
männtag,O
jüngst,O
verschinen,O
zu,O
Utzistorff,B-LOC
ein,O
heigenn,O
sy,O
dem,O
allda,O
zu,O
Utzistorff,B-LOC
ein,O
khopff,O
inn,O
zallungs,O
wys,O
örtin,O
gebenn,O
vnd,O
vermeint,O
sige,O
wärsthafft,O
vnd,O
da,O
sy,O
haben,O
einen,O
krämer,O
by,O
milhußenn,B-LOC
zwen,O
da,O
er,O
Innen,O
dan,O
die,O
müntz,O
khöpff,O
in,O
zalungs,O
gäbenn,O
unnd,O
sy,O
vermeint,O
die,O
sällbigen,O
sigent,O
Warschafft,O
unnd,O
unnd,O
sy,O
därrenn,O
gar,O
und,O
gantz,O
keinen,O
heigen,O
hat,O
auch,O
hienäben,O
zeicht,O
wie,O
daß,O
sy,O
Säffell,O
vil,O
machen,O
und,O
Wodem,O
ist,O
Khattrin,O
von,B-PER
Tägerschwyl,I-PER
deitlis,I-PER
daßin,O
zu,O
nammen,O
in,O
nit,O
im,O
wüssen,O
hußfrauw,O
beide,O
uß,O
Basehl,B-LOC
biet,I-LOC
ist,O
glich,O
fals,O
wie,O
die,O
gere,O
ameuiertt,O
worden,O
unnd,O
glichenn,O
bescheit,O
gäben,O
wie,O
die,O
daß,O
ire,O
einem,O
krämer,O
by,O
zwëyn,O
zentner,O
röttellstein,O
khaufft,O
der,O
innen,O
zu,O
salungs,O
die,O
müntz,O
khöpff,O
unnd,O
sy,O
ghei,O
falsch,O
noch,O
darinne,O
sy,O
vermeint,O
die,O
sigent,O
Wärschafft,O
und,O
Drum,O
die,O
drite,O
Margreth,B-PER
uß,I-PER
dem,I-PER
Frantkrich,I-PER
pütten,O
uß,O
dem,O
Sanoyer,B-LOC
komenn,O
derren,O
gr,O
unnd,O
yrs,O
manns,O
namenes,O
zu,O
namen,O
unnd,O
ist,O
uff,O
gliche,O
wie,O
die,O
andren,O
befragtt,O
wöliche,O
dann,O
wie,O
daß,O
sy,O
vor,O
acht,O
tagenn,O
zu,O
Utzistorff,B-LOC
zu,O
denn,O
anndren,O
Da,O
sy,O
dann,O
mit,O
innen,O
iget,O
vnnd,O
gefunktlich,O
aber,O
daß,O
sy,O
bösses,O
noch,O
unverlegs,O
vonn,O
noch,O
vermerckt,O
daß,O
häben,O
sy,O
gar,O
unnd,O
gantz,O
nitt,O
und,O
Sunst,O
auch,O
keiner,O
bössenn,O
erkhanntlich,O
noch,O
auret,O
sin,O
Uff,O
a,O
Sämstag,O
denn,O
18,O
tag,O
hornung,O
inn,O
disem,O
jar,O
jnn,O
der,O
fromenn,O
ersamen,O
und,O
Herren,O
Petter,B-PER
Dyßenn,I-PER
des,I-PER
rhats,B-PER
Jacob,B-PER
zhiliers,I-PER
Großweibells,I-PER
sampt,O
der,O
weillenn,O
y,O
ist,O
Allbrächt,B-PER
Stachell,I-PER
der,I-PER
Schumacher,B-PER
inn,O
der,O
mannen,O
koffin,O
gerpammiert,O
unnd,O
im,O
wie,O
daß,O
y,O
Herrenn,O
ann,O
sin,O
hienor,O
gar,O
nitt,O
Sunders,O
durch,O
warhafftig,O
unnd,O
verstendiget,O
worden,O
wie,O
daß,O
er,O
offter,O
mallen,O
alls,O
Johuwe,B-PER
Wyermann,I-PER
nit,O
gsin,O
sich,O
in,O
sin,O
huss,O
mit,O
sin,O
wyermans,B-PER
frouwenn,I-PER
Im,O
Gärbhuß,O
mit,O
etlichen,O
renn,O
husfrouwen,O
die,O
sy,O
ir,O
geladen,O
baut,O
auch,O
den,O
Schlüssell,O
zum,O
hus,O
unnd,O
alls,O
offt,O
dahin,O
alls,O
ime,O
geliept,O
hatt,O
auch,O
Sunst,O
inn,O
Michell,B-PER
Hans,I-PER
des,B-PER
Büchsenn,I-PER
schmitts,I-PER
by,O
ir,O
unnd,O
ungrecht,O
das,O
er,O
zuvor,O
mit,O
Jacob,B-PER
Nollenn,I-PER
frouwenn,I-PER
ierer,O
Schwester,O
unnd,O
schaffenn,O
sich,O
in,O
gedachts,O
wyermanns,B-PER
frouwe,I-PER
darsellben,O
mit,O
allem,O
ärnnst,O
aller,O
diser,O
sachenn,O
Die,O
gruntliche,O
Warheitt,O
zezeigenn,O
zu,O
bekhennen,O
unnd,O
hiemit,O
tune,O
wir,O
groser,O
mar,O
sin,O
und,O
dersällbigen,O
zöben,O
Daruff,O
er,O
anntzeigt,O
wie,O
daß,O
er,O
etlichemall,O
uff,O
Johuwe,B-PER
Wyersmanns,I-PER
mit,O
ine,O
im,O
bat,O
ouch,O
Im,O
bad,O
enuk,O
zunfft,O
mit,O
gässenn,O
unnd,O
aber,O
daß,O
er,O
alleinig,O
mit,O
den,O
frouwen,O
oder,O
kinniger,O
gestallt,O
allda,O
sin,O
zu,O
zey,O
od,O
ghann,O
alls,O
Wyermann,B-PER
nit,O
auhrensch,O
daß,O
sige,O
nit,O
unnd,O
wärde,O
sich,O
auch,O
niemer,O
Denne,O
das,O
sin,O
frouw,O
zum,O
Michell,B-PER
Haannen,I-PER
huß,O
alls,O
mit,O
vermälltter,B-PER
Wyermannes,I-PER
allda,O
solle,O
druncken,O
han,O
käß,O
den,O
er,O
alldar,O
tägen,O
schikenn,O
daß,O
er,O
sy,O
dan,O
darum,O
oder,O
anderer,O
gestallt,O
mit,O
sich,O
im,O
sällbigenn,O
hus,O
ist,O
er,O
auch,O
gar,O
nitt,O
auret,O
nach,O
bekhanntlich,O
Ittem,O
deß,O
salber,O
zeigt,O
er,O
ann,O
wie,O
dz,O
er,O
kein,O
andrenn,O
by,O
ime,O
dann,O
allen,O
synn,O
Käller,O
alle,O
diewyll,O
er,O
win,O
und,O
Wyermanns,B-PER
huß,O
heige,O
er,O
nie,O
wil,O
auch,O
sunst,O
daß,O
er,O
sich,O
einich,O
gestallt,O
mit,O
ir,O
vergangen,O
noch,O
daß,O
zu,O
Biel,O
und,O
an,O
andrenn,O
Ortten,O
by,O
ir,O
gsin,O
gar,O
nit,O
unnd,O
bekhanntlich,O
worden,O
[1,O
.,O
],O
Niclaus,B-PER
Moschard,I-PER
Nachdem,O
mein,O
gnedig,O
herren,O
und,O
oberen,O
von,O
eines,O
erwürdigen,O
chorgricht,B-ORG
allhier,O
berichtet,O
waß,O
obiger,O
Moschard,B-PER
ihrer,O
erkantnus,O
nit,O
statt,O
Thun,B-LOC
und,O
die,O
imme,O
Maria,B-PER
Müller,I-PER
nit,O
ehlichen,O
deß,O
habend,O
hochgedacht,O
miner,O
gnädiger,O
herren,O
daß,O
er,O
biß,O
zur,O
parition,O
unnd,O
erstattung,O
der,O
von,O
statt,O
und,O
land,O
verwisen,O
werden,O
worüber,O
hatt,O
er,O
Moschart,B-PER
den,O
eid,O
praestiert,O
und,O
.,O
Actum,O
den,O
.,O
August,O
Christen,B-PER
Trachsel,I-PER
von,O
Wattenwyl,B-LOC
.,O
Als,O
diser,O
Christen,B-PER
Trachsel,I-PER
von,O
synem,O
meister,O
Fridenrich,B-PER
Büeler,I-PER
dem,O
färber,O
und,O
bleicher,O
im,O
Sulgenbach,B-LOC
by,O
mynen,O
gnedigen,O
herrn,O
und,O
oberen,O
verklagt,O
daß,O
er,O
etliche,O
stuck,O
tuch,O
darumb,O
etwas,O
ime,O
ward,O
er,O
in,O
verhafftung,O
und,O
volgends,O
[2],O
alß,O
er,O
aber,O
nichts,O
kennen,O
da,O
sy,O
nebendts,O
die,O
Madame,O
Ins,O
gesambt,O
sich,O
schmertzlich,O
wie,O
sy,O
von,O
zeit,O
zu,O
zeit,O
ein,O
große,O
tuch,O
zu,O
ihren,O
nit,O
geringen,O
schaden,O
und,O
theil,O
ab,O
den,O
bleichen,O
halb,O
er,O
Trachsel,B-PER
nit,O
in,O
wenigen,O
gezig,O
us,O
:,O
Wylen,O
er,O
zu,O
ungewohnten,O
zyten,O
nicht,O
allein,O
by,O
den,O
bleichen,O
und,O
dern,O
wäschenheüslens,O
herumb,O
alß,O
auch,O
by,O
den,O
da,O
er,O
nichts,O
zethun,O
gehabt,O
und,O
also,O
deß,O
orts,O
alles,O
usspächen,O
.,O
Habent,O
meine,O
gnedig,O
herren,O
und,O
dero,O
rahtsglid,O
meinen,O
gnedig,O
herren,O
rahtsherren,O
Schmaltz,B-PER
welcher,O
mit,O
zuthun,O
großweibel,O
Steigers,B-PER
in,O
by,O
syn,O
etlicher,O
meine,O
gnedig,O
herren,O
von,O
inne,O
Trachsel,B-PER
zur,O
strecki,O
füeren,O
und,O
lähr,O
ufziehen,O
welcher,O
dann,O
anders,O
nit,O
bekennen,O
denn,O
daß,O
er,O
gemeltem,O
synen,O
minr,O
by,O
12,O
.,O
lynigs,O
und,O
anderthalben,O
oder,O
2,O
.,O
wulligs,O
:,O
Auch,O
herren,O
alt,O
Castlen,O
Lehrber,B-PER
synem,O
gewähnen,O
herren,O
ein,O
entwendt,O
zu,O
mit,O
erpieten,O
solches,O
zu,O
ersetzen,O
und,O
die,O
persohnen,O
zu,O
.,O
Ist,O
er,O
auf,O
ein,O
gute,O
und,O
versprechung,O
sich,O
inskünfftig,O
und,O
redlicher,O
auch,O
umb,O
allen,O
costen,O
ledig,O
und,O
hiemit,O
uf,O
freyen,O
fuß,O
.,O
Actum,O
den,O
letsten,O
August,O
.,O
[3,O
.,O
],O
Maria,B-PER
Sengerin,I-PER
Monsieur,O
Marthi,B-PER
Berchtolds,I-PER
Obwolen,O
mein,O
gnedig,O
herren,O
hienur,O
dachte,O
Sengerin,B-PER
wegen,O
ihres,O
ergerlichen,O
läbwäsens,O
halb,O
ins,O
habent,O
sy,O
doch,O
us,O
den,O
in,O
fürtrag,O
begriffnen,O
gründen,O
und,O
ihre,O
erkantnuß,O
us,O
mitigiert,O
und,O
daß,O
sie,O
nur,O
us,O
der,O
statt,O
sich,O
etwann,O
anderthalbe,O
weit,O
davuon,O
aufzuhalten,O
werden,O
zu,O
welchem,O
end,O
hatt,O
usgeschworen,O
sich,O
nach,O
verfließung,O
8,O
.,O
oder,O
10,O
.,O
tagen,O
us,O
der,O
statt,O
Actum,O
den,O
.,O
November,O
.,O
Jean,B-PER
Bradi,I-PER
ein,O
Sauoyer,B-LOC
.,O
Diser,O
Jean,B-PER
Bradi,I-PER
ist,O
in,O
banden,O
wegen,O
er,O
sich,O
so,O
daß,O
er,O
uf,O
die,O
gsundheit,O
Gottes,B-PER
und,O
darüber,O
von,O
meine,O
gnedigen,O
wegen,O
disers,O
wiewol,O
ein,O
mehrers,O
verdienet,O
ohne,O
von,O
statt,O
und,O
land,O
verwisen,O
.,O
Actum,O
den,O
.,O
November,O
.,O
[4,O
.,O
],O
Michel,B-PER
Küntzi,I-PER
Der,O
schumacher,O
von,O
.,O
Ist,O
über,O
den,O
chorgrichtlichen,O
wegen,O
synes,O
darin,O
beschribnen,O
losen,O
ärgerlichen,O
und,O
auch,O
nidermachung,O
syner,O
frouwen,O
kinden,O
von,O
meinen,O
gnedigen,O
herren,O
und,O
von,O
statt,O
und,O
land,O
biß,O
uf,O
schynbare,O
besserung,O
da,O
dann,O
imme,O
der,O
nach,O
geleisteter,O
er,O
auch,O
wegen,O
unheils,O
vom,O
korhus,O
also,O
bald,O
nommen,O
und,O
uf,O
die,O
grentzen,O
.,O
Actum,O
den,O
21,O
.,O
December,O
.,O
Danniel,B-PER
Bolet,I-PER
Der,O
wirth,O
im,O
Boll,B-LOC
.,O
Alß,O
diser,O
Bolet,B-PER
in,O
gefenckniß,O
und,O
meine,O
gnedigen,O
herren,O
wegen,O
syner,O
gegen,O
dem,O
herrn,O
canten,O
zu,O
Vechingen,B-LOC
usgegoßenen,O
groben,O
lasterworten,O
ist,O
neben,O
abtrag,O
aller,O
uf,O
beßerung,O
und,O
gnad,O
hin,O
mit,O
dem,O
von,O
statt,O
und,O
land,O
verwisen,O
.,O
Actum,O
den,O
.,O
Januarii,O
.,O
[5,O
.,O
],O
Susanna,B-PER
Walspurger,I-PER
Wyl,O
disere,O
Walspurgeri,B-PER
in,O
der,O
der,O
chorgrichtlichen,O
alhier,O
deß,O
anderen,O
ehebruchs,O
ist,O
sy,O
von,O
meinen,O
gnedigen,O
in,O
drey,O
järige,O
landtsvuerwysung,O
und,O
zu,O
dem,O
end,O
ihre,O
dem,O
eyd,O
intimiert,O
.,O
Actum,O
den,O
.,O
Februar,O
.,O
Hans,B-PER
Löüvenstein,I-PER
Von,O
Kratnigen,B-LOC
Nachdem,O
meine,O
gnedig,O
herren,O
und,O
oberen,O
von,O
ihr,O
durchleücht,O
zu,O
Heidelberg,B-LOC
schrifftlich,O
ob,O
solte,O
obiger,O
Löüwenstein,B-PER
dero,O
ehren,O
ynsigel,O
vermitlest,O
schribner,O
patenten,O
mißbraucht,O
ist,O
er,O
alhier,O
gfenklich,O
n,O
und,O
volgends,O
us,O
ir,O
gelobte,O
bevelch,O
durch,O
Johann,B-PER
Rudolf,I-PER
Steiger,I-PER
und,O
den,O
grichtschryber,O
hatt,O
er,O
bekent,O
die,O
patent,O
us,O
tringender,O
noth,O
und,O
sich,O
selbigen,O
in,O
syner,O
alhar,O
weiß,O
by,O
[6,O
.,O
],O
perdianten,O
(,O
nicht,O
aber,O
hinder,O
Wormbs,B-LOC
noch,O
Pfaltz,B-LOC
),O
und,O
der,O
churfürstliche,O
durchlaucht,O
welches,O
er,O
ab,O
einem,O
alten,O
brief,O
mit,O
dürem,O
färbkraut,O
und,O
öhl,O
daran,O
gehenckt,O
zu,O
habe,O
aber,O
zwüschen,O
Rohrbach,B-LOC
und,O
Heidelberg,B-LOC
aus,O
trunkenheit,O
und,O
im,O
solches,O
us,O
ligen,O
habe,O
im,O
übrigen,O
einich,O
virner,O
damit,O
und,O
ime,O
hertzlich,O
bätte,O
ein,O
hoche,O
obrekeit,O
umb,O
gnad,O
und,O
.,O
Alß,O
hierüber,O
obiger,O
Hans,B-PER
Löüwensteins,I-PER
gethane,O
bekantnuß,O
meinen,O
gelobten,O
herren,O
sy,O
darüber,O
daß,O
sy,O
zwar,O
ursachgen,O
ihme,O
Löüewenstein,B-PER
der,O
gemäs,O
auf,O
anhalten,O
aber,O
seiner,O
nechsten,O
auch,O
in,O
ansehen,O
seiner,O
die,O
straf,O
dahin,O
daß,O
er,O
neben,O
abtrag,O
deß,O
der,O
fädern,O
priviert,O
und,O
ehr,O
und,O
wehrloß,O
erkent,O
und,O
zugleich,O
sich,O
deß,O
begangen,O
halben,O
erkennen,O
und,O
ir,O
churfürstliche,B-PER
durchlaucht,I-PER
von,B-PER
Heidelberg,I-PER
umb,O
gnad,O
und,O
pitten,O
welches,O
er,O
Löüwenstein,B-PER
alßbald,O
mit,O
vöüwendem,O
willig,O
.,O
Actum,O
.,O
Junii,O
.,O
[7,O
.,O
],O
Heinrich,B-PER
Wild,I-PER
Nachdem,O
mein,O
gnedig,O
herren,O
über,O
den,O
angehörten,O
chorgrichtlichen,O
gnugsam,O
ursach,O
den,O
in,O
chorgrichtlicher,O
gefangenschaft,O
obangedeütn,O
Wild,B-PER
mit,O
einer,O
verbrechen,O
gewesen,O
straf,O
habent,O
sy,O
us,O
dero,O
angebohrnen,O
imme,O
noch,O
uf,O
dißmal,O
verschonet,O
und,O
anstatt,O
derselben,O
inne,O
y,O
die,O
wysung,O
uf,O
gnad,O
und,O
beßerung,O
hin,O
so,O
an,O
imme,O
.,O
Actum,O
.,O
Julii,O
.,O
Christen,B-PER
Büelman,I-PER
Von,O
Höchstetten,B-LOC
Alß,O
derselbige,O
im,O
underen,O
alhier,O
(,O
alß,O
er,O
alda,O
ab,O
den,O
wägen,O
kettenen,O
),O
erdapet,O
und,O
in,O
fenklich,O
verhafftung,O
gesetzt,O
alß,O
ein,O
gezigter,O
böser,O
und,O
der,O
sich,O
hieuer,O
schon,O
underschidenlich,O
mit,O
diebstählen,O
durch,O
die,O
geachten,O
weißen,O
der,O
Rath,O
Ludwig,B-PER
Stüeler,I-PER
[8,O
.,O
],O
deß,O
kleinen,O
-,O
herrn,O
Johann,B-PER
Rudolf,I-PER
Steiger,B-PER
Uff,O
mentag,O
dem,O
.,O
des,O
xlv,O
in,O
bysin,O
herr,O
Züllins,B-PER
Lienhart,B-PER
Thysten,I-PER
Meggers,O
und,O
der,O
Hatt,O
Cuni,B-PER
Oßwald,I-PER
von,O
Rächthaltten,B-LOC
in,O
fryburg,B-LOC
piett,O
Er,O
habe,O
zu,O
rächt,O
pettern,O
und,O
ruffen,O
sampt,O
einem,O
Hans,B-PER
Baldrad,I-PER
50,O
dick,O
das,O
gältt,O
daruon,O
und,O
dick,O
und,O
cv,O
friburg,B-LOC
ß,O
Das,O
übrig,O
inen,O
nach,O
wider,O
zum,O
venster,O
in,O
Denne,O
sim,O
gevatter,O
Ulli,B-PER
Müller,I-PER
daselb,O
und,O
kronen,O
und,O
 fl,O
sim,O
etter,O
Hans,B-PER
Tängeli,I-PER
und,O
dick,O
pfen,O
j,O
rinischem,O
gulden,O
und,O
fl,O
ß,O
unnd,O
j,O
gälben,O
Zu,O
Fryburg,B-LOC
eim,O
schmid,O
ein,O
so,O
imm,O
das,O
wider,O
ab,O
Pettern,B-PER
Liechti,I-PER
ein,O
ist,O
ij,O
dicken,O
Miroden,O
dubler,O
ein,O
dißioner,O
und,O
ein,O
alls,O
er,O
inn,O
krieg,O
Denne,O
ruffen,O
hermer,O
j,O
uß,O
dem,O
Ulli,B-PER
Kurtzen,I-PER
ein,O
mitt,O
martter,O
2,O
Ulli,B-PER
Kurtzen,I-PER
vij,O
dick,O
den,O
ij,O
Mittwuchen,O
.,O
.,O
hatt,O
er,O
an,O
martter,O
Alls,O
er,O
sampt,O
noch,O
.,O
Umbert,B-PER
von,O
prömain,O
zu,O
Rächthaltten,B-LOC
getröst,O
habind,O
sy,O
dem,O
korn,O
ieden,O
ij,O
mäs,O
syend,O
sine,O
gsellen,O
einer,O
Frantz,B-PER
genant,O
maln,O
des,O
f,O
ietz,O
by,O
her,O
Petter,B-PER
Schmid,I-PER
zu,O
fryburg,B-LOC
der,O
ander,O
Uirrod,O
den,O
man,O
sunst,O
der,O
brieggend,O
sitz,O
zu,O
rächthaltten,B-LOC
mitt,O
der,O
dritt,O
ein,O
gsell,O
Petter,B-PER
Stötzli,I-PER
old,O
gubelldt,O
3,O
Item,O
alls,O
inn,O
ein,O
sin,O
mitt,O
kharn,O
zu,O
müle,O
geschickt,O
habe,O
er,O
ir,O
underwägen,O
uß,O
dem,O
sack,O
ein,O
mäs,O
mäl,O
Item,O
in,O
einem,O
die,O
müscheren,B-LOC
er,O
und,O
Hans,B-PER
Bundtschuch,I-PER
zu,O
blaffeyen,B-LOC
ieder,O
vij,O
pfund,O
unnd,O
j,O
nachscheid,O
denne,O
habe,O
er,O
Dichtli,B-PER
Schlittins,B-PER
siner,O
nach,O
ij,O
rilmen,O
fleisch,O
der,O
altten,O
Bächleren,B-PER
i,O
Ist,O
zu,O
dem,O
allem,O
alls,O
er,O
nächermaln,O
alhie,O
inn,O
uß,O
gefenknus,O
gelassen,O
und,O
imm,O
der,O
eyd,O
von,O
unnd,O
land,O
über,O
den,O
eyd,O
her,O
in,O
Ist,O
uß,O
gnaden,O
unnd,O
barmhertzigkheyt,O
houptet,O
uf,O
letsten,O
octobris,O
imm,O
xv,O
xlv,O
Uff,O
Montag,O
.,O
.,O
pontibus,O
her,O
Zülli,B-PER
unnd,O
der,O
weyblen,O
inn,O
der,O
kebyr,O
Hatt,O
Hans,B-PER
Holzli,I-PER
von,O
sanen,B-LOC
alls,O
er,O
von,O
sanen,B-LOC
uf,O
.,O
.,O
dem,O
obern,B-LOC
sibenthal,I-LOC
zu,O
unnd,O
änet,O
dem,O
sanen,B-LOC
wald,I-LOC
uf,O
dem,O
allend,O
an,O
ein,O
stutz,O
khomm,O
in,O
siben,B-LOC
thaler,B-LOC
dry,O
iung,O
starck,O
alda,O
im,O
wäg,O
alls,O
er,O
die,O
sich,O
die,O
2,O
der,O
ein,O
inn,O
wäg,O
inn,O
dem,O
sye,O
ein,O
die,O
straß,O
uff,O
den,O
der,O
so,O
imm,O
wäg,O
angeuallen,O
er,O
sye,O
da,O
der,O
er,O
en,O
hiemitt,O
die,O
andern,O
tüchin,O
in,O
zu,O
thod,O
da,O
diser,O
näben,O
inne,O
für,O
träyt,O
alls,O
umbhin,O
gsächen,O
öb,O
s,O
nach,O
yltte,O
er,O
das,O
sy,O
ein,O
andren,O
gerüfft,O
ouch,O
das,O
ettwan,O
by,O
einem,O
1,O
zwöyen,O
by,O
dem,O
umb,O
gebrachten,O
imm,O
sye,O
aber,O
nüt,O
darvon,O
sye,O
ouch,O
nie,O
sunst,O
sy,O
inen,O
gsein,O
ir,O
dheinen,O
anderst,O
das,O
er,O
sy,O
ghörtt,O
ein,O
inen,O
nie,O
Heysse,O
der,O
ein,O
Hans,B-PER
ein,O
unbarttetter,O
habe,O
hosen,O
unnd,O
schwartz,O
landtuoch,O
j,O
rot,O
der,O
ander,O
Urich,B-PER
j,O
rot,O
par,O
j,O
schwertz,O
röckli,O
landtuch,O
schwartz,O
baret,O
und,O
j,O
Der,O
.,O
Cristan,B-PER
hosen,O
und,O
wie,O
Hans,B-PER
und,O
1,O
schlepli,O
habind,O
all,O
dry,O
gute,O
Sind,O
blauw,O
er,O
ist,O
ein,O
nar,O
gsin,O
2,O
hand,O
nützit,O
Anno,O
die,O
pentibus,O
gb,O
.,O
Hatt,O
Hans,B-PER
Brünisperg,I-PER
das,O
er,O
so,O
er,O
von,O
wägen,O
über,O
sächen,O
den,O
synnen,O
gägen,O
Michel,B-PER
Jaggis,B-PER
den,O
gägen,O
Michell,B-PER
Ientsch,I-PER
den,O
dritten,O
gägen,O
Hansen,B-PER
Brunner,B-PER
Syt,O
im,O
krieg,O
aber,O
nur,O
alls,O
ein,O
er,O
knecht,O
under,O
Niclaus,B-PER
Werli,B-PER
von,O
Fryburg,B-LOC
kampt,O
ghept,O
wüsse,O
gar,O
von,O
dheiner,O
auch,O
nützitt,O
des,O
ußgezognen,O
kremers,O
halb,O
Des,O
stäckens,O
halb,O
so,O
er,O
wägen,O
habe,O
er,O
nitt,O
dem,O
zollner,O
zu,O
basel,B-LOC
umb,O
ein,O
imm,O
einer,O
